Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
swisspar_enhertu_g102637736.pdf,67967,Not reported,Enhertu,trastuzumab deruxtecan,Daiichi Sankyo (Schweiz) AG,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),29.11.2021,2021,no,no,Trastuzumab deruxtecan is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive breast cancer who have received two or more prior anti-HER2-based regimens.,"Enhertu as monotherapy is indicated for the treatment of adult patients with unresectable or metastatic HER2-positive breast cancer who have received two or more prior anti-HER2-based regimens, including trastuzumab, and have had disease progression on trastuzumab emtansine (T-DM1).",Neoplasms,14.08.2020,2020,yes,FDA
swisspar_padcev.pdf,68291,Not reported,Padcev,enfortumab vedotin,Astellas Pharma AG,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),17.09.2024,2024,no,yes,Padcev in combination with pembrolizumab is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma.,"Padcev, in combination with pembrolizumab, is indicated for the first-line treatment of adult patients with unresectable or metastatic urothelial cancer (mUC).",Neoplasms; Diseases of the genitourinary system,22.01.2024,2024,no,NA
swisspar_lytgobi.pdf,69714,EMEA/H/C/005627/0000,Lytgobi,futibatinib,Taiho Oncology Europe GmbH,Small molecule,film-coated tablets,oral,temporary authorisation,authorised (under additional monitoring),08.10.2024,2024,yes,no,Lytgobi monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or rearrangement that have progressed after at least one prior line of systemic therapy.,Lytgobi monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or rearrangement that have progressed after at least one prior line of systemic therapy.,Neoplasms; Diseases of the digestive system,25.04.2024,2024,yes,European Medicines Agency (EMA)
swisspar_lunsumio.pdf,68314,Not reported,Lunsumio,mosunetuzumab,Roche Pharma (Schweiz) AG,Biologics,concentrate for solution for infusion,intravenous,temporary authorisation,authorised (under additional monitoring),09.02.2023,2023,yes,no,Mosunetuzumab as monotherapy is indicated for the treatment of adult patients with relapsed or refractory follicular lymphoma (FL) who have received at least two prior systemic therapies.,"Lunsumio is indicated as a monotherapy for the treatment of adult patients with relapsed or refractory follicular lymphoma (FL) who have received at least two prior systemic lines of therapy, including a monoclonal anti-CD20 antibody and an alkylating agent.",Neoplasms; Diseases of the blood and blood-forming organs,10.05.2022,2022,yes,EMA
xenpozyme_assessment_report_swisspar_nach_uebersetzung.pdf,67287,Not reported,Xenpozyme,olipudase alfa,Sanofi-Aventis (Suisse) SA,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised,19.12.2023,2023,yes,no,Xenpozyme is indicated as an enzyme replacement therapy for the treatment of non-central nervous system (CNS) manifestations of acid sphingomyelinase deficiency (ASMD) in paediatric and adult patients.,Xenpozyme is indicated as an enzyme replacement therapy for the treatment of non-central nervous system manifestations of acid sphingomyelinase deficiency (ASMD) of type A/B or type B in paediatric and adult patients.,"Endocrine, nutritional, and metabolic diseases",03.04.2023,2023,yes,EMA
assessment_report_swisspar_trodelvy_g102639433.pdf,68179,Not reported,Trodelvy,sacituzumab govitecan,Gilead Sciences Switzerland Sàrl,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised,09.09.2021,2021,no,no,TRODELVY is indicated for the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mTNBC) who have received at least two prior therapies.,"TRODELVY is indicated for the treatment of adult patients with unresectable locally advanced or metastatic triple-negative breast cancer (mTNBC) who have received at least two prior therapies, at least one of them for metastatic disease.",Neoplasms,25.01.2021,2021,yes,FDA
swisspar_kimmtrak_final.pdf,68846,Not reported,KIMMTRAK,tebentafusp,Immunocore GmbH,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),09.05.2023,2023,yes,no,KIMMTRAK is indicated as monotherapy for the treatment of human leukocyte antigen HLA-A*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,KIMMTRAK is indicated as monotherapy for the treatment of human leukocyte antigen (HLA)-A*02:01-positive adult patients with unresectable or metastatic uveal melanoma.,Neoplasms; Diseases of the eye and adnexa,20.05.2022,2022,yes,EMA
swisspar_shingrix.pdf,67987,Not reported,Shingrix,Varicella zoster virus glycoprotein E antigen,GlaxoSmithKline AG,Vaccine,powder and suspension for suspension for injection,intramuscular,approved,authorised,07.10.2021,2021,no,no,prevention of herpes zoster in adults aged 50 years or older and in adults aged 18 years or older with increased risk for HZ,prevention of herpes zoster (HZ) in adults aged 50 years or older and in adults aged 18 years or older at increased risk of HZ,Infectious and parasitic diseases,29.04.2020,2020,yes,EMA
swisspar_enrylaze.pdf,69073,Not reported,Enrylaze,crisantaspase,Jazz Pharmaceuticals,Biologics,solution for injection,intramuscular,approved,authorised (under additional monitoring),18.04.2024,2024,yes,no,Enrylaze is a component of a chemotherapeutic combination therapy for the treatment of acute lymphoblastic leukaemia (ALL) and lymphoblastic lymphoma (LBL) in adult and paediatric patients who have developed hypersensitivity or silent inactivation to E. coli-derived asparaginase.,Enrylaze is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukaemia (ALL) and lymphoblastic lymphoma (LBL) in adult and paediatric patients who developed hypersensitivity to E. coli-derived asparaginase.,Neoplasms; Diseases of the blood and blood-forming organs,25.08.2022,2022,yes,FDA
swisspar_jemperli_final.pdf,68023,Not reported,Jemperli,dostarlimab,GlaxoSmithKline AG,Biologics,concentrate for solution for infusion,intravenous,temporary authorisation,authorised (under additional monitoring),17.02.2022,2022,Not reported,no,Dostarlimab is indicated as monotherapy for the treatment of adult patients with recurrent or advanced mismatch repair-deficient (dMMR) / microsatellite instability-high (MSI-H) endometrial cancer that has progressed on or following prior treatment with a platinum-containing regimen.,Jemperli is indicated as monotherapy for the treatment of adult patients with recurrent or advanced endometrial cancer (EC) with deficient DNA mismatch repair (dMMR) / high levels of microsatellite instability (MSI-H) that has progressed during or after prior treatment with a platinum-based treatment regimen.,Neoplasms; Diseases of the genitourinary system,25.01.2021,2021,yes,EMA CHMP
swisspar_nityr_final.pdf,67970,Not reported,Nityr,nitisinone,Curatis AG,Small molecule,tablet,oral,approved,authorised,24.01.2022,2022,yes,no,Treatment of adult and paediatric (in any age range) patients with confirmed diagnosis of hereditary tyrosinemia type 1 (HT-1) in combination with dietary restriction of tyrosine and phenylalanine.,"Nityr is used in addition to appropriate dietary measures, including restriction of tyrosine and phenylalanine intake, in children, adolescents, and adults with hereditary tyrosinemia type 1 (HT-1).","Endocrine, nutritional, and metabolic diseases",01.09.2020,2020,yes,EMA
swisspar_aspaveli.pdf,68674,Not reported,Aspaveli,pegcetacoplan,Swedish Orphan Biovitrum AG,Peptides and proteins,solution for infusion,subcutaneous,approved,authorised (under additional monitoring),23.03.2023,2023,yes,yes,Aspaveli is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (PNH) previously treated with standard therapy.,"Aspaveli is indicated for the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (PNH), who have an inadequate response to treatment with a C5 inhibitor.",Diseases of the blood and blood-forming organs,06.01.2022,2022,yes,EMA
swisspar_nuceiva.pdf,69120,Not reported,Nuceiva,botulinum toxin type A (strain KCDC),PharmaCons GmbH,Biologics,powder for solution for injection,intramuscular,approved,authorised (under additional monitoring),16.11.2023,2023,no,no,"Temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines), when the severity of the above facial lines has an important psychological impact in adults below 65 years of age.","Temporary improvement in the appearance of moderate to severe vertical lines between the eyebrows seen at maximum frown (glabellar lines), when the severity of the above facial lines has an important psychological impact in adults below 65 years of age.",Other,08.09.2022,2022,yes,EMA
swisspar_enhertu_ie-1.pdf,67967,Not reported,Enhertu,trastuzumab deruxtecan,Daiichi Sankyo (Schweiz) AG,Biologics,powder for concentrate for solution for infusion,intravenous,temporary authorisation,authorised (under additional monitoring),08.05.2024,2024,no,yes,Enhertu as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma who have received a prior trastuzumab-based regimen.,Enhertu as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic HER2-positive gastric or gastroesophageal junction (GEJ) adenocarcinoma who have disease progression on or after a first-line regimen with trastuzumab and chemotherapy.,Neoplasms; Diseases of the digestive system,31.03.2023,2023,yes,NA
swisspar_klisyri.pdf,68322,Not reported,Klisyri,tirbanibulin,Almirall AG,Small molecule,ointment,topical,approved,authorised (under additional monitoring),03.02.2022,2022,no,no,"Klisyri is indicated for the field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.","Klisyri is indicated for the topical field treatment of non-hyperkeratotic, non-hypertrophic actinic keratosis of the face or scalp in adults.",Diseases of the skin,22.12.2020,2020,yes,FDA
swisspar_sunlenca.pdf,68385,Not reported,Sunlenca,lenacapavir,Gilead Sciences Switzerland Sàrl,Small molecule,solution for injection,subcutaneous,approved,authorised,07.07.2023,2023,no,no,"Sunlenca, in combination with other antiretrovirals, is indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults with multidrug-resistant HIV-1 infection failing their current antiretroviral regimen due to resistance, intolerance, or safety considerations.","Sunlenca, in combination with optimised background antiretroviral therapy, is indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in heavily treatment-experienced adults with multidrug-resistant HIV-1 infection failing their current antiretroviral regimen due to resistance, intolerance, or safety considerations.",Infectious and parasitic diseases,01.04.2022,2022,no,NA
swisspar_raxone.pdf,68063,EMEA/H/C/003834,Raxone,idebenone,Chiesi SA,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),01.03.2024,2024,yes,no,Raxone is indicated for the treatment of visual impairment in adolescent and adult patients with Leber’s Hereditary Optic Neuropathy (LHON).,Raxone is indicated for the treatment of visual impairment in adolescent patients from 12 years of age and adult patients with Leber’s Hereditary Optic Neuropathy (LHON).,"Diseases of the eye and adnexa; Endocrine, nutritional, and metabolic diseases",18.10.2021,2021,yes,EMA
swisspar_brukinsa-1.pdf,67998,Not reported,Brukinsa,zanubrutinib,BeiGene Switzerland GmbH,Small molecule,hard capsules,oral,approved,authorised (under additional monitoring),01.02.2024,2024,no,yes,Brukinsa in combination with obinutuzumab is indicated for the treatment of adult patients with refractory or remitted follicular lymphoma (FL) who have received at least two prior systemic therapies.,"Brukinsa in combination with obinutuzumab is indicated for the treatment of adult patients with refractory or relapsed grade 1-3a follicular lymphoma (FL) who have received at least two prior lines of therapy, including anti-CD20 antibody therapy.",Neoplasms; Diseases of the blood and blood-forming organs,15.03.2023,2023,yes,Not reported
swisspar_xofluza_new_indication_final.pdf,67426,Not reported,Xofluza,baloxavir marboxil,Roche Pharma (Schweiz) AG,Small molecule,film-coated tablet,oral,approved,authorised (under additional monitoring),04.10.2023,2023,no,yes,Treatment of influenza; Influenza post-exposure prophylaxis,Treatment of influenza; Influenza post-exposure prophylaxis,Infectious and parasitic diseases,30.09.2022,2022,yes,NA
2024-10-09_swisspar_zolgensma_final_fi_engl.pdf,67529,Not reported,Zolgensma,onasemnogene abeparvovec,Novartis Pharma Schweiz AG,Cell and gene therapy,solution for infusion,intravenous,approved,authorised (under additional monitoring),28.06.2021,2021,yes,no,"patients with 5q spinal muscular atrophy (SMA) with a bi-allelic mutation in the SMN1 gene and a clinical diagnosis of SMA Type 1, or patients with 5q SMA with a bi-allelic mutation in the SMN1 gene and up to 3 copies of the SMN2 gene.","patients with 5q spinal muscular atrophy (SMA) with a bi-allelic mutation in the SMN1 gene and a clinical diagnosis of SMA type 1, or patients with 5q SMA with a bi-allelic mutation in the SMN1 gene and up to 3 copies of the SMN2 gene.",Diseases of the nervous system; Congenital malformations and chromosomal abnormalities,28.05.2020,2020,no,NA
swisspar_nexobrid.pdf,68012,Not reported,NexoBrid,concentrate of proteolytic enzymes enriched in bromelain,Triskel Integrated Services SA,Other,powder and gel for gel,topical,approved,authorised,21.04.2022,2022,yes,no,treatment of eschar in adults with deep partial and full-thickness thermal burns,removal of eschar in adults with deep partial and full-thickness thermal burns,"Injury, poisoning and certain other consequences of external causes",23.12.2020,2020,yes,EMA CHMP
swisspar_velsipity.pdf,69377,Not reported,Velsipity,etrasimod,Pfizer AG,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),10.09.2024,2024,no,no,"Treatment of adult patients with moderately to severely active ulcerative colitis (UC) who have had an inadequate response, lost response, or were intolerant to either conventional therapy or an advanced treatment.","Treatment of adult patients with moderately to severely active ulcerative colitis (UC) who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a biologic.",Diseases of the digestive system,01.06.2023,2023,no,NA
swisspar_covid-19_vaccine_janssen_.pdf,68235,Not reported,COVID-19 Vaccine Janssen,Human adenovirus serotype 26 encoding the SARS-CoV-2 spike glycoprotein (Ad26.COV2-S),Janssen-Cilag AG,Vaccine,Suspension for injection,Intramuscular,approved,withdrawn,22.03.2021,2021,no,no,Active immunization for the prevention of coronavirus disease-2019 (COVID-19) in adults greater than or equal to 18 years of age.,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older.,Infectious and parasitic diseases,03.12.2020,2020,no,NA
swisspar_verdye.pdf,68489,Not reported,Verdye,indocyanine green,Mediconsult AG,Small molecule,powder for solution for injection,intravenous,approved,authorised,24.04.2023,2023,no,no,"Diagnostic use only: Cardiac, circulatory, and micro-circulatory diagnostics; Liver function diagnostics; Ophthalmic angiography diagnostics","Diagnostic use only: Cardiac, circulatory, and micro-circulatory diagnostics; Liver function diagnostics; Ophthalmic angiography diagnostics",Diseases of the circulatory system; Diseases of the liver; Diseases of the eye and adnexa,28.04.2021,2021,yes,NA
swisspar_lyfnua.pdf,68065,Not reported,Lyfnua,gefapixant,MSD Merck Sharp & Dohme AG,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),24.05.2022,2022,no,no,treatment of refractory chronic cough (RCC) and unexplained chronic cough (UCC) in adult patients,treatment of refractory chronic cough or unexplained chronic cough in adults,Diseases of the respiratory system,11.03.2021,2021,no,NA
swisspar_quviviq.pdf,68481,Not reported,QUVIVIQ,daridorexant,Idorsia Pharmaceuticals Ltd,Small molecule,film-coated tablet,oral,approved,authorised,01.12.2022,2022,no,no,QUVIVIQ is indicated for the treatment of adult patients with insomnia to improve sleep and daytime functioning.,"QUVIVIQ is indicated for the treatment of adult patients with insomnia, characterised by symptoms present for at least 3 months and considerable impact on daytime functioning.",Mental and behavioural disorders,21.04.2021,2021,no,NA
swisspar_rinvoq_as_final.pdf,67257,Not reported,Rinvoq,upadacitinib,AbbVie AG,Small molecule,prolonged-release tablet,oral,approved,authorised (under additional monitoring),23.03.2021,2021,no,yes,RINVOQ is used for the treatment of adults with active ankylosing spondylitis who responded inadequately to conventional therapy.,RINVOQ is indicated for the treatment of active ankylosing spondylitis in adult patients who have responded inadequately to non-steroidal anti-inflammatory drugs (NSAIDs).,Diseases of the musculoskeletal system and connective tissue,17.06.2020,2020,yes,NA
swisspar_tenkasi.pdf,68135,Not reported,Tenkasi,oritavancin,A. Menarini GmbH,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),07.04.2022,2022,no,no,Tenkasi is indicated for the treatment of adult patients with acute bacterial skin and skin structure infections (ABSSSI) if it is established or strongly suspected after microbiological susceptibility testing that the infection is caused by susceptible bacteria.,Tenkasi is indicated for the treatment of acute bacterial skin and skin structure infections (ABSSSI) in adults if it is established or strongly suspected after microbiological susceptibility testing that the infection is caused by susceptible bacteria.,Infectious and parasitic diseases; Diseases of the skin,07.08.2020,2020,no,NA
swisspar_drovelis.pdf,68228,Not reported,Drovelis,"drospirenone, estetrol monohydrate",Gedeon Richter (Schweiz) AG,Small molecule,coated tablet,oral,approved,authorised,05.05.2022,2022,no,no,Oral contraception,Oral contraception in women aged 18 and over,Diseases of the genitourinary system,12.10.2020,2020,no,NA
swisspar_elfabrio_final.pdf,69257,EMEA/H/C/005618/0000,Elfabrio,pegunigalsidas e alfa,Chiesi SA,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),11.09.2023,2023,yes,no,Elfabrio is indicated for long-term enzyme replacement therapy in adult patients with a confirmed diagnosis of Fabry disease (deficiency of alpha-galactosidase).,Elfabrio is indicated for long-term enzyme replacement therapy in adult patients with a confirmed diagnosis of Fabry disease (deficiency of alpha-galactosidase).,"Endocrine, nutritional, and metabolic diseases",21.04.2023,2023,yes,EMA
swisspar_nuvaxovid_final.pdf,68473,Not reported,Nuvaxovid,SARS CoV-2 recombinant spike protein (rS NVX-CoV2373),Future Health Pharma GmbH,Vaccine,dispersion for injection,intramuscular,temporary authorisation,authorised (under additional monitoring),12.04.2022,2022,no,no,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older.,Active immunisation to prevent COVID-19 caused by SARS-CoV-2 in individuals 18 years of age and older.,Infectious and parasitic diseases,14.02.2022,2022,yes,EMA
swisspar_trecondi_finale_version.pdf,67775,Not reported,TRECONDI,treosulfan,Opopharma Vertriebs AG,Small molecule,powder for solution for infusion,intravenous,approved,authorised,10.08.2020,2020,no,no,"Treosulfan in combination with fludarabine is indicated as part of conditioning treatment prior to allogeneic haematopoietic stem cell transplantation (alloHSCT) in adult patients with malignant and non-malignant diseases, and in paediatric patients older than one month with malignant diseases.","TRECONDI in combination with fludarabine is indicated as part of conditioning treatment prior to allogeneic haematopoietic stem cell transplantation (alloHSCT) in adult patients with malignant and non-malignant diseases, and in paediatric patients older than 1 month with malignant diseases.",Neoplasms; Diseases of the blood and blood-forming organs,19.11.2019,2019,yes,EMA
swisspar_retsevmo_final_zur_publikation.pdf,67862,Not reported,RETSEVMO,selpercatinib,Eli Lilly (Suisse) SA,Small molecule,hard capsules,oral,approved,authorised (under additional monitoring),08.02.2021,2021,no,no,Retsevmo as monotherapy is indicated for the treatment of adults with advanced RET fusion-positive non-small cell lung cancer (NSCLC) who require systemic therapy and who have progressed following prior treatment; advanced RET fusion-positive thyroid cancer who require systemic therapy and who have progressed following prior treatment; adults and adolescents 12 years and older with advanced RET-mutant medullary thyroid cancer (MTC) who require systemic therapy and who have progressed following prior treatment.,Retsevmo as monotherapy is indicated for the treatment of adults with metastatic RET fusion-positive non-small cell lung cancer (NSCLC) who require systemic therapy and have progressed following prior treatment; advanced RET fusion-positive thyroid cancer who require systemic therapy and have progressed following prior treatment including radioactive iodine; adults and adolescents 12 years and older with advanced RET-mutant medullary thyroid cancer (MTC) who require systemic therapy and have progressed following prior treatment with tyrosine kinase inhibitors.,"Neoplasms; Diseases of the respiratory system; Diseases of the endocrine, nutritional, and metabolic diseases",20.05.2020,2020,yes,FDA
swisspar_–_beovu.pdf,67244,Not reported,Beovu,brolucizumabum,Novartis Pharma Schweiz AG,Biologics,solution for injection,intravitreal,approved,authorised (under additional monitoring),16.01.2020,2020,no,no,treatment of neovascular (wet) age-related macular degeneration (AMD),treatment of neovascular (wet) age-related macular degeneration (AMD),Diseases of the eye and adnexa,25.02.2019,2019,no,NA
swisspar_sarclisa_final.pdf,67525,Not reported,Sarclisa,isatuximab,Sanofi-Aventis (Suisse) SA,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,18.03.2020,2020,yes,no,"SARCLISA is indicated, in combination with pomalidomide and dexamethasone, for the treatment of patients with multiple myeloma (MM) who have received at least two prior therapies including lenalidomide and a proteasome inhibitor (PI).","SARCLISA is indicated, in combination with pomalidomide and dexamethasone, for the treatment of adult patients with relapsed and refractory multiple myeloma (MM) who have received at least two prior lines of therapy including lenalidomide and a proteasome inhibitor (PI) and have demonstrated disease progression on the last therapy",Neoplasms; Diseases of the blood and blood-forming organs,21.08.2019,2019,yes,NA
swisspar_veklury.pdf,68026,Not reported,Veklury,remdesivir,Gilead Sciences Switzerland Sàrl,Small molecule,powder for concentrate for solution for infusion and concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),25.11.2020,2020,no,no,treatment of coronavirus disease 2019 (COVID-19) in adults and adolescents (aged 12 years and older with body weight at least 40 kg) with pneumonia requiring supplemental oxygen,treatment of coronavirus disease 2019 (COVID-19) in adults with pneumonia requiring supplemental oxygen,Infectious and parasitic diseases; Diseases of the respiratory system,30.06.2020,2020,no,NA
swisspar_ontozry_final.pdf,68051,EMEA/H/C/005377/0000,ONTOZRY,cenobamate,Arvelle Therapeutics International GmbH,Small molecule,"tablets, film-coated tablets",oral,approved,authorised,19.05.2022,2022,no,no,"Ontozry is indicated for the adjunctive treatment of focal-onset seizures with or without secondary generalisation in adult patients with epilepsy, which have not been adequately controlled despite a history of treatment with at least two anti-epileptic medicinal products.","Ontozry is indicated for the adjunctive treatment of focal-onset seizures with or without secondary generalisation in adult patients with epilepsy, which are not adequately controlled despite prior treatment with at least two anti-epileptic medicinal products.",Diseases of the nervous system,16.02.2021,2021,yes,EMA/CHMP; US FDA
swisspar_nubeqa.pdf,67521,Not reported,Nubeqa,darolutamid,Bayer (Schweiz) AG,Small molecule,film-coated tablet,oral,approved,authorised (under additional monitoring),17.01.2023,2023,no,yes,Treatment of patients with metastatic hormone-sensitive prostate cancer (mHSPC) in combination with docetaxel.,"NUBEQA, in combination with docetaxel and androgen deprivation therapy (ADT), is indicated for the treatment of adult patients with metastatic hormone-sensitive prostate cancer (mHSPC), for whom docetaxel therapy is indicated.",Neoplasms,21.03.2022,2022,no,NA
swisspar_efluelda_final.pdf,67704,Not reported,Efluelda,"haemagglutininum influenzae A (H1N1), haemagglutininum influenzae A (H3N2), haemagglutininum influenzae B (Victoria), haemagglutininum influenzae B (Yamagata)",Sanofi-Aventis (Suisse) SA,Vaccine,Suspension for injection,"intramuscular, subcutaneous",approved,authorised,21.07.2021,2021,no,no,Efluelda is indicated for active immunisation in adults 65 years of age and older for the prevention of influenza disease,Efluelda is used for active immunisation of adults aged 65 years and older for prophylaxis of influenza caused by the two influenza A virus subtypes and the two influenza B virus subtypes contained in the vaccine.,Infectious and parasitic diseases; Diseases of the respiratory system,24.03.2020,2020,yes,FDA
swisspar_pombiliti.pdf,67804,Not reported,Pombiliti,cipaglucosidase alfa,Amicus Therapeutics Switzerland GmbH,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised,04.07.2024,2024,yes,no,Pombiliti (cipaglucosidase alfa) is a long-term enzyme replacement therapy used in combination with the enzyme stabiliser miglustat for the treatment of adults with late-onset Pompe disease (acid α-glucosidase [GAA] deficiency) (LOPD).,Pombiliti (cipaglucosidase alfa) is a long-term enzyme replacement therapy used in combination with the enzyme stabiliser miglustat for the treatment of adults with late-onset Pompe disease (acid α-glucosidase [GAA] deficiency).,"Endocrine, nutritional, and metabolic diseases",12.06.2023,2023,yes,EMA
swisspar_defitelio-1.pdf,67667,Not reported,DEFITELIO,defibrotide,Clinipace AG,Other,concentrate for solution for infusion,intravenous,approved,authorised,21.09.2020,2020,yes,no,treatment of severe hepatic veno-occlusive disease (VOD) also known as sinusoidal obstruction syndrome (SOS) in haematopoietic stem-cell transplantation (HSCT),"treatment of severe hepatic veno-occlusive disease (VOD) also known as sinusoidal obstruction syndrome (SOS) in haematopoietic stem-cell transplantation (HSCT) therapy in adults and in adolescents, children and infants of 1 month of age and above",Diseases of the blood and blood-forming organs,02.08.2019,2019,yes,"Health Canada, FDA and EMA"
swisspar_voydeya.pdf,69301,Not reported,Voydeya,danicopan,Alexion Pharma GmbH,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),30.04.2024,2024,yes,no,Voydeya is indicated as an add-on to ravulizumab or eculizumab for the treatment of signs or symptoms of extravascular haemolysis (EVH) in adult patients with paroxysmal nocturnal haemoglobinuria (PNH).,"Voydeya is used as an add-on to ravulizumab or eculizumab for the treatment of clinically relevant extravascular haemolysis (EVH, as defined in current clinical guidelines) after at least 6 months of monotherapy with a C5 inhibitor in adult patients with paroxysmal nocturnal haemoglobinuria (PNH; see “Clinical efficacy”).",Diseases of the blood and blood-forming organs,17.05.2023,2023,no,NA
swisspar_vyepti.pdf,67995,Not reported,Vyepti,eptinezumab,Lundbeck (Schweiz) AG,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,11.10.2021,2021,no,no,"Prophylactic treatment of migraine in adults, if indicated.","Prophylactic treatment of migraine in adults, if indicated.",Diseases of the nervous system,01.05.2020,2020,yes,FDA
swisspar_zeposia_g102645659.pdf,67046,Not reported,Zeposia,ozanimod as ozanimod hydrochloride,Bristol-Myers Squibb SA,Small molecule,hard capsules,oral,approved,authorised,19.08.2022,2022,no,yes,"treatment of adult patients with moderately to severely active ulcerative colitis (UC) who have had an inadequate response, are no longer responding, or are intolerant to conventional therapy or treatment with a biologic agent.","treatment of adult patients with moderately to severely active ulcerative colitis (UC) who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biologic agent.",Diseases of the digestive system,21.12.2020,2020,no,NA
swisspar-carbaglu-final.pdf,67376,Not reported,Carbaglu,acidum carglumicum,RECORDATI AG,Small molecule,dispersible tablet for ingestion,oral,approved,authorised (under additional monitoring),28.07.2020,2020,yes,no,Hyperammonaemia due to a primary deficiency of N-acetylglutamate synthase; Hyperammonaemia due to isovaleric acidaemia; Hyperammonaemia due to methylmalonic acidaemia; Hyperammonaemia due to propionic acidaemia,hyperammonaemia due to N-acetylglutamate synthase primary deficiency; hyperammonaemia due to isovaleric acidaemia; hyperammonaemia due to methymalonic acidaemia; hyperammonaemia due to propionic acidaemia,"Endocrine, nutritional, and metabolic diseases",22.01.2019,2019,yes,"EMA, FDA, and TGA"
swisspar-qinlock.pdf,68199,Not reported,Qinlock,ripretinib,Deciphera Pharmaceuticals,Small molecule,tablets,oral,approved,authorised (under additional monitoring),07.10.2021,2021,yes,no,"Treatment of adult patients with advanced gastrointestinal stromal tumors (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.","Treatment of adult patients with advanced gastrointestinal stromal tumor (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.",Neoplasms; Diseases of the digestive system,27.11.2020,2020,yes,FDA
swisspar_evrysdi.pdf,67251,Not reported,Evrysdi,Risdiplam,Roche Pharma (Schweiz) AG,Small molecule,powder for oral solution,oral,approved,authorised (under additional monitoring),06.05.2021,2021,yes,no,Treatment of spinal muscular atrophy (SMA).,Treatment of 5q-associated spinal muscular atrophy (SMA) in patients 2 months of age and older.,Diseases of the nervous system,19.08.2020,2020,no,NA
